"","Date.time","Sample","Details","soilmass_g","BulkDensity","soil_pctC","temperature","CO2_ppmv","SoilVolume","CO2.C_ug","Datetime","Site","Treatment","Plot","Canopy","Depth","Diff_time","Diff_CO2C","CO2flux","CO2flux_by_ppm","Cum.Elapsed.time","Cum.Elapsed.days"
"1","6/17/19 14:30","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,14514,0.00837291037850746,3174.87049973013,2019-06-17 14:30:00,"ANT","Add","P11","Can","0-5",72.4333333333333,2598.91390431953,53.3982687526591,35.8800815138453,99.5833333333333,4.14930555555556
"2","6/20/19 9:50","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,9774,0.00837291037850746,2138.0173807608,2019-06-20 09:50:00,"ANT","Add","P11","Can","0-5",47.8666666666667,1234.68644403174,38.3881559591141,25.7942850424459,166.916666666667,6.95486111111111
"3","6/25/19 10:15","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,11924.3,0.00837291037850746,2608.38557943585,2019-06-25 10:15:00,"ANT","Add","P11","Can","0-5",120.416666666667,470.368198675051,5.81333173416974,3.90617189211115,287.333333333333,11.9722222222222
"4","7/1/19 11:26","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,8088.5,0.00837291037850746,1769.32203645219,2019-07-01 11:26:00,"ANT","Add","P11","Can","0-5",94.3333333333333,1478.12818160487,23.3195772058106,15.6692033385675,432.516666666667,18.0215277777778
"5","7/5/19 9:51","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,9927,0.00837291037850746,2171.48542447437,2019-07-05 09:51:00,"ANT","Add","P11","Can","0-5",92.8,1418.14819738186,22.7429814347506,15.2817693683391,526.933333333333,21.9555555555556
"6","7/17/19 13:28","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,15808.8,0.00837291037850746,3458.10202260808,2019-07-17 13:28:00,"ANT","Add","P11","Can","0-5",168.283333333333,2769.42593095172,24.491895865271,16.4569234284543,818.55,34.10625
"7","8/1/19 10:37","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,16996.7,0.00837291037850746,3717.94966396328,2019-08-01 10:37:00,"ANT","Add","P11","Can","0-5",162.05,2895.29202476078,26.5899239057047,17.8666585915506,1175.7,48.9875
"8","8/9/19 14:19","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,11153.8,0.00837291037850746,2439.8422612574,2019-08-09 14:19:00,"ANT","Add","P11","Can","0-5",95.8333333333333,1462.31289036075,22.7089717386356,15.2589171168078,1371.4,57.1416666666667
"9","8/20/19 12:44","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,10960,0.00837291037850746,2397.44940588688,2019-08-20 12:44:00,"ANT","Add","P11","Can","0-5",118.916666666667,2153.78892292909,26.9546792184646,18.1117498774696,1633.81666666667,68.0756944444444
"10","9/4/19 13:10","ANTAddP11Can0-5",39,50.05,5.977610859,1.342524322,25,21366.3,0.00837291037850746,4673.77949279205,2019-09-04 13:10:00,"ANT","Add","P11","Can","0-5",261.633333333333,4316.8745246675,24.5555749331086,16.4997115224901,1994.25,83.09375
